Id,Timestamp,Version,Provider,Collection
5c706c4b87a6c94c888747a4,1550871601,1,corva,torque-and-drag.hookload-trend
Activity,hole_depth,is_extended
Rotary Drilling,17539.2,true

Id,hole_size,type,id
5c66c6e3e4506f4f01629fc8,8.75,DrillString,10


end_timestamp,start_timestamp
1550299759,1550255646

end_timestamp,start_timestamp
1550255645,1550255596

start_timestamp
1550299760
start_timestamp,end_timestamp
1550255596,1550871601


Curves Slack Off Casing Friction Factor,Curves Slack Off Openhole Friction Factor
0.15,0.1,

Curves Slack Off Measured Depth,Curves Slack Off Hookload
1550730514,16315,309.7,2.33,0,605.5,30
1550732379,16317.1,321.2,2.14,0,606.3,42
1550730357,16318.3,323.6,0.19,0.1,606.3,24
1550732437,16321.3,319.95,1.2,0,605.6,36
1550737427,16324.75,324.75,4.16,0,571.1,36
1550741020,16346.1,300.3,8.37,0,602,48
1550749328,16409.8,303.9,1.51,0,602.8,36
1550750492,16410.05,305.05,0.36,0.1,602.8,54
1550752764,16422.2,306.4,0.5,0,602.8,42
1550755582,16432.3,309.3,5,0,602.8,36
1550757805,16444.35,314,1.09,0,602.8,42
1550786332,16737.8,298.05,7.28,0,602,48
1550795434,16790.6,327.1,0.08,0,600,57
1550794103,16795,332.8,0,0,600,57
1550794474,16795.9,329.9,0.73,0,599.2,36
1550794373,16799.25,314.95,0.59,0,600,30
1550795403,16803.7,308.9,0,0,599.2,36
1550800202,16808.25,330.95,1.2,0,599.2,96
1550800173,16808.85,324,3.92,0.1,599.2,90
1550801123,16810.8,327.9,0.61,0,568.5,30
1550801075,16813.05,329,0.9,0,568.8,24
1550806293,16845.8,324.5,2.87,0,567.7,45
1550818985,16995.1,329.4,2.56,0,568.5,54
1550821474,17017.9,316.1,6.02,0,567.7,24
1550832667,17165.85,294.7,1.89,0,599.2,30
1550832740,17167.7,310.7,1.26,0,599.2,51
1550832617,17171.1,321.5,3.97,0,598.5,24
1550838333,17192.8,302.8,1.53,0,567,36
